,target,text,num_characters,num_words,num_sentences,transformed_text,word_tokenize,pos,verbs,adjectives,nouns
3894,ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",158,41,5,found way get anoth app phone eh go net cafe take job geeee need babe crave see,"['found', 'way', 'get', 'anoth', 'app', 'phone', 'eh', 'go', 'net', 'cafe', 'take', 'job', 'geeee', 'need', 'babe', 'crave', 'see']","[('found', 'VBN'), ('way', 'NN'), ('get', 'VB'), ('anoth', 'DT'), ('app', 'JJ'), ('phone', 'NN'), ('eh', 'NN'), ('go', 'VBP'), ('net', 'JJ'), ('cafe', 'NNS'), ('take', 'VBP'), ('job', 'NN'), ('geeee', 'NNS'), ('need', 'VBP'), ('babe', 'NNS'), ('crave', 'VBP'), ('see', 'NN')]","['found', 'get', 'go', 'take', 'need', 'crave']","['app', 'net']","['way', 'phone', 'eh', 'cafe', 'job', 'geeee', 'babe', 'see']"
3895,ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,90,22,3,work mon thur sat cant leh book liao day u free,"['work', 'mon', 'thur', 'sat', 'cant', 'leh', 'book', 'liao', 'day', 'u', 'free']","[('work', 'NN'), ('mon', 'NN'), ('thur', 'NN'), ('sat', 'VBD'), ('cant', 'JJ'), ('leh', 'JJ'), ('book', 'NN'), ('liao', 'JJ'), ('day', 'NN'), ('u', 'JJ'), ('free', 'JJ')]",['sat'],"['cant', 'leh', 'liao', 'u', 'free']","['work', 'mon', 'thur', 'book', 'day']"
3896,ham,�� comin to fetch us oredi...,29,7,1,comin fetch us oredi,"['comin', 'fetch', 'us', 'oredi']","[('comin', 'NN'), ('fetch', 'VB'), ('us', 'PRP'), ('oredi', 'VB')]","['fetch', 'oredi']",[],['comin']
3897,ham,What's nannys address?,22,5,1,nanni address,"['nanni', 'address']","[('nanni', 'NN'), ('address', 'NN')]",[],[],"['nanni', 'address']"
3898,ham,Haf u eaten? Wat time u wan me 2 come?,38,12,2,haf u eaten wat time u wan 2 come,"['haf', 'u', 'eaten', 'wat', 'time', 'u', 'wan', '2', 'come']","[('haf', 'NN'), ('u', 'JJ'), ('eaten', 'RB'), ('wat', 'JJ'), ('time', 'NN'), ('u', 'JJ'), ('wan', 'RB'), ('2', 'CD'), ('come', 'NN')]",[],"['u', 'wat', 'u']","['haf', 'time', 'come']"
3899,spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,144,29,4,want new video phone 750 anytim network min half price line rental free text 3 month repli call 08000930705 free deliveri,"['want', 'new', 'video', 'phone', '750', 'anytim', 'network', 'min', 'half', 'price', 'line', 'rental', 'free', 'text', '3', 'month', 'repli', 'call', '08000930705', 'free', 'deliveri']","[('want', 'JJ'), ('new', 'JJ'), ('video', 'NN'), ('phone', 'NN'), ('750', 'CD'), ('anytim', 'NN'), ('network', 'NN'), ('min', 'VBD'), ('half', 'JJ'), ('price', 'NN'), ('line', 'NN'), ('rental', 'JJ'), ('free', 'JJ'), ('text', 'NN'), ('3', 'CD'), ('month', 'NN'), ('repli', 'NN'), ('call', 'NN'), ('08000930705', 'CD'), ('free', 'JJ'), ('deliveri', 'NN')]",['min'],"['want', 'new', 'half', 'rental', 'free', 'free']","['video', 'phone', 'anytim', 'network', 'price', 'line', 'text', 'month', 'repli', 'call', 'deliveri']"
3900,ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",92,23,1,yo call get chanc friend mine want ask big order,"['yo', 'call', 'get', 'chanc', 'friend', 'mine', 'want', 'ask', 'big', 'order']","[('yo', 'NN'), ('call', 'NN'), ('get', 'VB'), ('chanc', 'NN'), ('friend', 'NN'), ('mine', 'NN'), ('want', 'VBP'), ('ask', 'NN'), ('big', 'JJ'), ('order', 'NN')]","['get', 'want']",['big'],"['yo', 'call', 'chanc', 'friend', 'mine', 'ask', 'order']"
3901,ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,84,17,2,singl singl answer fight plu said broke didnt repli,"['singl', 'singl', 'answer', 'fight', 'plu', 'said', 'broke', 'didnt', 'repli']","[('singl', 'NN'), ('singl', 'NN'), ('answer', 'NN'), ('fight', 'NN'), ('plu', 'NN'), ('said', 'VBD'), ('broke', 'NN'), ('didnt', 'NN'), ('repli', 'NN')]",['said'],[],"['singl', 'singl', 'answer', 'fight', 'plu', 'broke', 'didnt', 'repli']"
3902,ham,It certainly puts things into perspective when something like this happens,74,11,1,certainli put thing perspect someth like happen,"['certainli', 'put', 'thing', 'perspect', 'someth', 'like', 'happen']","[('certainli', 'NN'), ('put', 'VBD'), ('thing', 'NN'), ('perspect', 'NN'), ('someth', 'VBZ'), ('like', 'IN'), ('happen', 'VB')]","['put', 'someth', 'happen']",[],"['certainli', 'thing', 'perspect']"
3903,ham,Now got tv 2 watch meh? U no work today?,40,12,2,got tv 2 watch meh u work today,"['got', 'tv', '2', 'watch', 'meh', 'u', 'work', 'today']","[('got', 'VBD'), ('tv', 'JJ'), ('2', 'CD'), ('watch', 'NN'), ('meh', 'NN'), ('u', 'JJ'), ('work', 'NN'), ('today', 'NN')]",['got'],"['tv', 'u']","['watch', 'meh', 'work', 'today']"
3904,ham,i felt so...not any conveying reason.. Ese he... What about me?,63,16,1,felt convey reason ese,"['felt', 'convey', 'reason', 'ese']","[('felt', 'NN'), ('convey', 'NNS'), ('reason', 'NN'), ('ese', 'JJ')]",[],['ese'],"['felt', 'convey', 'reason']"
3905,ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,134,27,4,go got excit karaok type activ plan debat whether play footbal eve feel lazi though,"['go', 'got', 'excit', 'karaok', 'type', 'activ', 'plan', 'debat', 'whether', 'play', 'footbal', 'eve', 'feel', 'lazi', 'though']","[('go', 'VB'), ('got', 'VBD'), ('excit', 'JJ'), ('karaok', 'NN'), ('type', 'NN'), ('activ', 'NN'), ('plan', 'NN'), ('debat', 'VBZ'), ('whether', 'IN'), ('play', 'NN'), ('footbal', 'JJ'), ('eve', 'VBP'), ('feel', 'NN'), ('lazi', 'NNS'), ('though', 'IN')]","['go', 'got', 'debat', 'eve']","['excit', 'footbal']","['karaok', 'type', 'activ', 'plan', 'play', 'feel', 'lazi']"
3906,ham,I told that am coming on wednesday.,35,8,1,told come wednesday,"['told', 'come', 'wednesday']","[('told', 'VBD'), ('come', 'VBN'), ('wednesday', 'NN')]","['told', 'come']",[],['wednesday']
3907,ham,"Its ok, called mom instead have fun",35,8,1,ok call mom instead fun,"['ok', 'call', 'mom', 'instead', 'fun']","[('ok', 'JJ'), ('call', 'NN'), ('mom', 'NN'), ('instead', 'RB'), ('fun', 'NN')]",[],['ok'],"['call', 'mom', 'fun']"
3908,spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",112,25,2,dear voucher holder claim week offer pc pleas go http ts cs appli,"['dear', 'voucher', 'holder', 'claim', 'week', 'offer', 'pc', 'pleas', 'go', 'http', 'ts', 'cs', 'appli']","[('dear', 'IN'), ('voucher', 'JJ'), ('holder', 'NN'), ('claim', 'NN'), ('week', 'NN'), ('offer', 'VBP'), ('pc', 'NN'), ('pleas', 'NNS'), ('go', 'VBP'), ('http', 'JJ'), ('ts', 'NN'), ('cs', 'NN'), ('appli', 'NN')]","['offer', 'go']","['voucher', 'http']","['holder', 'claim', 'week', 'pc', 'pleas', 'ts', 'cs', 'appli']"
3909,ham,Well if I'm that desperate I'll just call armand again,54,12,1,well desper call armand,"['well', 'desper', 'call', 'armand']","[('well', 'RB'), ('desper', 'IN'), ('call', 'NN'), ('armand', 'NN')]",[],[],"['call', 'armand']"
3910,ham,Are you at work right now ?,27,7,1,work right,"['work', 'right']","[('work', 'NN'), ('right', 'RB')]",[],[],['work']
3911,ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,111,24,2,heard anyth answer text guess flake said jb fantast,"['heard', 'anyth', 'answer', 'text', 'guess', 'flake', 'said', 'jb', 'fantast']","[('heard', 'NN'), ('anyth', 'VBZ'), ('answer', 'JJR'), ('text', 'JJ'), ('guess', 'NN'), ('flake', 'NN'), ('said', 'VBD'), ('jb', 'NN'), ('fantast', 'NN')]","['anyth', 'said']","['answer', 'text']","['heard', 'guess', 'flake', 'jb', 'fantast']"
3912,ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",157,40,5,mmmmmm love much ahmad ca wait year begin everi second take closer side happi new year love,"['mmmmmm', 'love', 'much', 'ahmad', 'ca', 'wait', 'year', 'begin', 'everi', 'second', 'take', 'closer', 'side', 'happi', 'new', 'year', 'love']","[('mmmmmm', 'NN'), ('love', 'VB'), ('much', 'JJ'), ('ahmad', 'NN'), ('ca', 'MD'), ('wait', 'VB'), ('year', 'NN'), ('begin', 'NN'), ('everi', 'IN'), ('second', 'JJ'), ('take', 'VBP'), ('closer', 'JJR'), ('side', 'NN'), ('happi', 'CD'), ('new', 'JJ'), ('year', 'NN'), ('love', 'NN')]","['love', 'wait', 'take']","['much', 'second', 'closer', 'new']","['mmmmmm', 'ahmad', 'year', 'begin', 'side', 'year', 'love']"
3913,ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,124,31,1,pl full name joke school co fee univers florida seem actual lt gt pl holla back,"['pl', 'full', 'name', 'joke', 'school', 'co', 'fee', 'univers', 'florida', 'seem', 'actual', 'lt', 'gt', 'pl', 'holla', 'back']","[('pl', 'CC'), ('full', 'JJ'), ('name', 'NN'), ('joke', 'VBD'), ('school', 'NN'), ('co', 'NN'), ('fee', 'NN'), ('univers', 'NNS'), ('florida', 'VBP'), ('seem', 'VBP'), ('actual', 'JJ'), ('lt', 'NN'), ('gt', 'NN'), ('pl', 'NN'), ('holla', 'NN'), ('back', 'RB')]","['joke', 'florida', 'seem']","['full', 'actual']","['name', 'school', 'co', 'fee', 'univers', 'lt', 'gt', 'pl', 'holla']"
3914,ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,77,18,2,ok said got wisdom teeth hidden insid n mayb need 2 remov,"['ok', 'said', 'got', 'wisdom', 'teeth', 'hidden', 'insid', 'n', 'mayb', 'need', '2', 'remov']","[('ok', 'NN'), ('said', 'VBD'), ('got', 'JJ'), ('wisdom', 'NN'), ('teeth', 'NNS'), ('hidden', 'VBP'), ('insid', 'NN'), ('n', 'NN'), ('mayb', 'VBD'), ('need', '$'), ('2', 'CD'), ('remov', 'NN')]","['said', 'hidden', 'mayb']",['got'],"['ok', 'wisdom', 'teeth', 'insid', 'n', 'remov']"
3915,ham,And pls pls drink plenty plenty water,37,7,1,pl pl drink plenti plenti water,"['pl', 'pl', 'drink', 'plenti', 'plenti', 'water']","[('pl', 'NN'), ('pl', 'NN'), ('drink', 'VBP'), ('plenti', 'JJ'), ('plenti', 'NN'), ('water', 'NN')]",['drink'],['plenti'],"['pl', 'pl', 'plenti', 'water']"
3916,ham,How are you doing. How's the queen. Are you going for the royal wedding,71,17,3,queen go royal wed,"['queen', 'go', 'royal', 'wed']","[('queen', 'JJ'), ('go', 'VB'), ('royal', 'NN'), ('wed', 'VBD')]","['go', 'wed']",['queen'],['royal']
3917,ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,74,19,2,lag sad part keep touch thank skype,"['lag', 'sad', 'part', 'keep', 'touch', 'thank', 'skype']","[('lag', 'NN'), ('sad', 'JJ'), ('part', 'NN'), ('keep', 'VB'), ('touch', 'JJ'), ('thank', 'NN'), ('skype', 'NN')]",['keep'],"['sad', 'touch']","['lag', 'part', 'thank', 'skype']"
3918,ham,Ok lor then we go tog lor...,28,8,1,ok lor go tog lor,"['ok', 'lor', 'go', 'tog', 'lor']","[('ok', 'JJ'), ('lor', 'NN'), ('go', 'VBP'), ('tog', 'JJ'), ('lor', 'NN')]",['go'],"['ok', 'tog']","['lor', 'lor']"
3919,ham,Two teams waiting for some players,34,6,1,two team wait player,"['two', 'team', 'wait', 'player']","[('two', 'CD'), ('team', 'NN'), ('wait', 'NN'), ('player', 'NN')]",[],[],"['team', 'wait', 'player']"
3920,ham,Can �_ send me a copy of da report?,35,10,1,send copi da report,"['send', 'copi', 'da', 'report']","[('send', 'VB'), ('copi', 'NN'), ('da', 'NN'), ('report', 'NN')]",['send'],[],"['copi', 'da', 'report']"
3921,ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",67,17,1,swhrt u dey hope ur ok tot u n care,"['swhrt', 'u', 'dey', 'hope', 'ur', 'ok', 'tot', 'u', 'n', 'care']","[('swhrt', 'NN'), ('u', 'JJ'), ('dey', 'NN'), ('hope', 'NN'), ('ur', 'JJ'), ('ok', 'JJ'), ('tot', 'NN'), ('u', 'NN'), ('n', 'NN'), ('care', 'NN')]",[],"['u', 'ur', 'ok']","['swhrt', 'dey', 'hope', 'tot', 'u', 'n', 'care']"
3922,ham,"Ok da, i already planned. I wil pick you.",41,12,2,ok da alreadi plan wil pick,"['ok', 'da', 'alreadi', 'plan', 'wil', 'pick']","[('ok', 'JJ'), ('da', 'NN'), ('alreadi', 'NN'), ('plan', 'NN'), ('wil', 'VBP'), ('pick', 'NN')]",['wil'],['ok'],"['da', 'alreadi', 'plan', 'pick']"
3923,spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or �10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",143,28,3,urgent pleas call abta complimentari 4 spanish holiday cash await collect sae cs box 47 po19 2ez 150ppm,"['urgent', 'pleas', 'call', 'abta', 'complimentari', '4', 'spanish', 'holiday', 'cash', 'await', 'collect', 'sae', 'cs', 'box', '47', 'po19', '2ez', '150ppm']","[('urgent', 'JJ'), ('pleas', 'NNS'), ('call', 'VBP'), ('abta', 'JJ'), ('complimentari', 'NN'), ('4', 'CD'), ('spanish', 'JJ'), ('holiday', 'NN'), ('cash', 'NN'), ('await', 'NN'), ('collect', 'VBP'), ('sae', 'NN'), ('cs', 'NN'), ('box', 'NN'), ('47', 'CD'), ('po19', 'NN'), ('2ez', 'CD'), ('150ppm', 'CD')]","['call', 'collect']","['urgent', 'abta', 'spanish']","['pleas', 'complimentari', 'holiday', 'cash', 'await', 'sae', 'cs', 'box', 'po19']"
3924,ham,I just really need shit before tomorrow and I know you won't be awake before like 6,83,18,1,realli need shit tomorrow know wo awak like 6,"['realli', 'need', 'shit', 'tomorrow', 'know', 'wo', 'awak', 'like', '6']","[('realli', 'NNS'), ('need', 'VBP'), ('shit', 'JJ'), ('tomorrow', 'NN'), ('know', 'VBP'), ('wo', 'MD'), ('awak', 'VB'), ('like', 'IN'), ('6', 'CD')]","['need', 'know', 'awak']",['shit'],"['realli', 'tomorrow']"
3925,ham,I'm good. Have you registered to vote?,38,10,2,good regist vote,"['good', 'regist', 'vote']","[('good', 'JJ'), ('regist', 'NN'), ('vote', 'NN')]",[],['good'],"['regist', 'vote']"
3926,ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",61,17,1,hmm ok stay like hour co eye realli sore,"['hmm', 'ok', 'stay', 'like', 'hour', 'co', 'eye', 'realli', 'sore']","[('hmm', 'NN'), ('ok', 'JJ'), ('stay', 'NN'), ('like', 'IN'), ('hour', 'NN'), ('co', 'NN'), ('eye', 'NN'), ('realli', 'NN'), ('sore', 'NN')]",[],['ok'],"['hmm', 'stay', 'hour', 'co', 'eye', 'realli', 'sore']"
3927,ham,Dear got bus directly to calicut,32,6,1,dear got bu directli calicut,"['dear', 'got', 'bu', 'directli', 'calicut']","[('dear', 'JJ'), ('got', 'VBD'), ('bu', 'JJ'), ('directli', 'NN'), ('calicut', 'NN')]",['got'],"['dear', 'bu']","['directli', 'calicut']"
3928,ham,Mm umma ask vava also to come tell him can play later together,62,13,1,mm umma ask vava also come tell play later togeth,"['mm', 'umma', 'ask', 'vava', 'also', 'come', 'tell', 'play', 'later', 'togeth']","[('mm', 'NN'), ('umma', 'JJ'), ('ask', 'NN'), ('vava', 'NN'), ('also', 'RB'), ('come', 'VBN'), ('tell', 'VBP'), ('play', 'NN'), ('later', 'RB'), ('togeth', 'VBD')]","['come', 'tell', 'togeth']",['umma'],"['mm', 'ask', 'vava', 'play']"
3929,ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",79,21,1,well gener price lt gt let know much want,"['well', 'gener', 'price', 'lt', 'gt', 'let', 'know', 'much', 'want']","[('well', 'RB'), ('gener', 'JJ'), ('price', 'NN'), ('lt', 'NN'), ('gt', 'JJ'), ('let', 'NN'), ('know', 'VB'), ('much', 'JJ'), ('want', 'NN')]",['know'],"['gener', 'gt', 'much']","['price', 'lt', 'let', 'want']"
3930,ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",158,32,1,moment day bring hope afternoon bring faith even bring luv night bring rest wish u find morn,"['moment', 'day', 'bring', 'hope', 'afternoon', 'bring', 'faith', 'even', 'bring', 'luv', 'night', 'bring', 'rest', 'wish', 'u', 'find', 'morn']","[('moment', 'NN'), ('day', 'NN'), ('bring', 'VB'), ('hope', 'NN'), ('afternoon', 'NN'), ('bring', 'NN'), ('faith', 'RB'), ('even', 'RB'), ('bring', 'VB'), ('luv', 'JJR'), ('night', 'NN'), ('bring', 'VBG'), ('rest', 'NN'), ('wish', 'JJ'), ('u', 'JJ'), ('find', 'VBP'), ('morn', 'JJ')]","['bring', 'bring', 'bring', 'find']","['luv', 'wish', 'u', 'morn']","['moment', 'day', 'hope', 'afternoon', 'bring', 'night', 'rest']"
3931,ham,&lt;#&gt;  w jetton ave if you forgot,37,13,1,lt gt w jetton ave forgot,"['lt', 'gt', 'w', 'jetton', 'ave', 'forgot']","[('lt', 'NN'), ('gt', 'NN'), ('w', 'IN'), ('jetton', 'NN'), ('ave', 'VBP'), ('forgot', 'VBN')]","['ave', 'forgot']",[],"['lt', 'gt', 'jetton']"
3932,ham,Ok i'm coming home now.,23,7,1,ok come home,"['ok', 'come', 'home']","[('ok', 'JJ'), ('come', 'VBD'), ('home', 'NN')]",['come'],['ok'],['home']
3933,ham,Can not use foreign stamps in this country.,43,9,1,use foreign stamp countri,"['use', 'foreign', 'stamp', 'countri']","[('use', 'NN'), ('foreign', 'JJ'), ('stamp', 'NN'), ('countri', 'NN')]",[],['foreign'],"['use', 'stamp', 'countri']"
3934,ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",108,25,1,sorri lot stuff talk actual guy want buy,"['sorri', 'lot', 'stuff', 'talk', 'actual', 'guy', 'want', 'buy']","[('sorri', 'NN'), ('lot', 'NN'), ('stuff', 'JJ'), ('talk', 'NN'), ('actual', 'JJ'), ('guy', 'NN'), ('want', 'VBP'), ('buy', 'NN')]",['want'],"['stuff', 'actual']","['sorri', 'lot', 'talk', 'guy', 'buy']"
3935,spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost �1.50. 2 cancel send STOP",147,39,4,cmon babe make horni turn txt fantasi babe im hot sticki need repli cost 2 cancel send stop,"['cmon', 'babe', 'make', 'horni', 'turn', 'txt', 'fantasi', 'babe', 'im', 'hot', 'sticki', 'need', 'repli', 'cost', '2', 'cancel', 'send', 'stop']","[('cmon', 'NN'), ('babe', 'NNS'), ('make', 'VBP'), ('horni', 'JJ'), ('turn', 'NN'), ('txt', 'JJ'), ('fantasi', 'NN'), ('babe', 'NN'), ('im', 'NN'), ('hot', 'JJ'), ('sticki', 'NNS'), ('need', 'VBP'), ('repli', 'VBZ'), ('cost', 'NN'), ('2', 'CD'), ('cancel', 'NN'), ('send', 'NN'), ('stop', 'NN')]","['make', 'need', 'repli']","['horni', 'txt', 'hot']","['cmon', 'babe', 'turn', 'fantasi', 'babe', 'im', 'sticki', 'cost', 'cancel', 'send', 'stop']"
3936,ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,81,16,1,wyli updat weed dealer carlo went freedom class lunsford,"['wyli', 'updat', 'weed', 'dealer', 'carlo', 'went', 'freedom', 'class', 'lunsford']","[('wyli', 'NN'), ('updat', 'JJ'), ('weed', 'NN'), ('dealer', 'NN'), ('carlo', 'NN'), ('went', 'VBD'), ('freedom', 'JJ'), ('class', 'NN'), ('lunsford', 'NN')]",['went'],"['updat', 'freedom']","['wyli', 'weed', 'dealer', 'carlo', 'class', 'lunsford']"
3937,ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,154,40,5,happi babi alright take job hope fine send kiss make smile across sea kiss kiss,"['happi', 'babi', 'alright', 'take', 'job', 'hope', 'fine', 'send', 'kiss', 'make', 'smile', 'across', 'sea', 'kiss', 'kiss']","[('happi', 'NN'), ('babi', 'NN'), ('alright', 'VBD'), ('take', 'VB'), ('job', 'NN'), ('hope', 'VBP'), ('fine', 'JJ'), ('send', 'NN'), ('kiss', 'NNS'), ('make', 'VBP'), ('smile', 'JJ'), ('across', 'IN'), ('sea', 'NN'), ('kiss', 'NN'), ('kiss', 'NN')]","['alright', 'take', 'hope', 'make']","['fine', 'smile']","['happi', 'babi', 'job', 'send', 'kiss', 'sea', 'kiss', 'kiss']"
3938,ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot �_ not interested.,85,20,2,c movi juz last minut decis mah juz watch 2 lar tot interest,"['c', 'movi', 'juz', 'last', 'minut', 'decis', 'mah', 'juz', 'watch', '2', 'lar', 'tot', 'interest']","[('c', 'NNS'), ('movi', 'VBP'), ('juz', 'NN'), ('last', 'JJ'), ('minut', 'NN'), ('decis', 'VBD'), ('mah', 'JJ'), ('juz', 'NN'), ('watch', 'NN'), ('2', 'CD'), ('lar', 'JJ'), ('tot', 'NN'), ('interest', 'NN')]","['movi', 'decis']","['last', 'mah', 'lar']","['c', 'juz', 'minut', 'juz', 'watch', 'tot', 'interest']"
3939,ham,How are you enjoying this semester? Take care brother.,54,11,2,enjoy semest take care brother,"['enjoy', 'semest', 'take', 'care', 'brother']","[('enjoy', 'NN'), ('semest', 'JJS'), ('take', 'NN'), ('care', 'NN'), ('brother', 'NN')]",[],['semest'],"['enjoy', 'take', 'care', 'brother']"
3940,spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,157,29,2,import inform 4 orang user 0796xxxxxx today ur lucki day 2 find log onto http fantast prizeawait,"['import', 'inform', '4', 'orang', 'user', '0796xxxxxx', 'today', 'ur', 'lucki', 'day', '2', 'find', 'log', 'onto', 'http', 'fantast', 'prizeawait']","[('import', 'NN'), ('inform', 'NN'), ('4', 'CD'), ('orang', 'NN'), ('user', 'NN'), ('0796xxxxxx', 'CD'), ('today', 'NN'), ('ur', 'JJ'), ('lucki', 'JJ'), ('day', 'NN'), ('2', 'CD'), ('find', 'NN'), ('log', 'NN'), ('onto', 'IN'), ('http', 'NN'), ('fantast', 'NN'), ('prizeawait', 'NN')]",[],"['ur', 'lucki']","['import', 'inform', 'orang', 'user', 'today', 'day', 'find', 'log', 'http', 'fantast', 'prizeawait']"
3941,ham,"Get the door, I'm here",22,7,1,get door,"['get', 'door']","[('get', 'VB'), ('door', 'NN')]",['get'],[],['door']
3942,ham,"Lets use it next week, princess :)",34,9,1,let use next week princess,"['let', 'use', 'next', 'week', 'princess']","[('let', 'NN'), ('use', 'NN'), ('next', 'JJ'), ('week', 'NN'), ('princess', 'NN')]",[],['next'],"['let', 'use', 'week', 'princess']"
3943,ham,Or i go home first lar �_ wait 4 me lor.. I put down my stuff first..,69,19,2,go home first lar wait 4 lor put stuff first,"['go', 'home', 'first', 'lar', 'wait', '4', 'lor', 'put', 'stuff', 'first']","[('go', 'VB'), ('home', 'NN'), ('first', 'RB'), ('lar', 'JJ'), ('wait', 'NN'), ('4', 'CD'), ('lor', 'NN'), ('put', 'VBD'), ('stuff', 'NN'), ('first', 'RB')]","['go', 'put']",['lar'],"['home', 'wait', 'lor', 'stuff']"
3944,ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,74,22,5,want kfc tuesday buy 2 meal gravi 2 mark 2,"['want', 'kfc', 'tuesday', 'buy', '2', 'meal', 'gravi', '2', 'mark', '2']","[('want', 'NN'), ('kfc', 'NN'), ('tuesday', 'JJ'), ('buy', 'VB'), ('2', 'CD'), ('meal', 'NN'), ('gravi', 'NN'), ('2', 'CD'), ('mark', 'NN'), ('2', 'CD')]",['buy'],['tuesday'],"['want', 'kfc', 'meal', 'gravi', 'mark']"
3945,ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),102,26,1,da stupid da alway send like believ mental,"['da', 'stupid', 'da', 'alway', 'send', 'like', 'believ', 'mental']","[('da', 'NN'), ('stupid', 'JJ'), ('da', 'NN'), ('alway', 'RB'), ('send', 'VBP'), ('like', 'IN'), ('believ', 'NN'), ('mental', 'NN')]",['send'],['stupid'],"['da', 'da', 'believ', 'mental']"
3946,ham,Oi when you gonna ring,22,6,1,oi gon na ring,"['oi', 'gon', 'na', 'ring']","[('oi', 'NN'), ('gon', 'NN'), ('na', 'TO'), ('ring', 'NN')]",[],[],"['oi', 'gon', 'ring']"
3947,spam,Missed call alert. These numbers called but left no message. 07008009200,72,13,3,miss call alert number call left messag 07008009200,"['miss', 'call', 'alert', 'number', 'call', 'left', 'messag', '07008009200']","[('miss', 'NN'), ('call', 'NN'), ('alert', 'JJ'), ('number', 'NN'), ('call', 'NN'), ('left', 'VBD'), ('messag', 'NN'), ('07008009200', 'CD')]",['left'],['alert'],"['miss', 'call', 'number', 'call', 'messag']"
3948,ham,I attended but nothing is there.,32,7,1,attend noth,"['attend', 'noth']","[('attend', 'VB'), ('noth', 'DT')]",['attend'],[],[]
3949,ham,Ard 530 like dat lor. We juz meet in mrt station then �_ dun haf to come out.,77,20,2,ard 530 like dat lor juz meet mrt station dun haf come,"['ard', '530', 'like', 'dat', 'lor', 'juz', 'meet', 'mrt', 'station', 'dun', 'haf', 'come']","[('ard', 'RB'), ('530', 'CD'), ('like', 'IN'), ('dat', 'NN'), ('lor', 'NN'), ('juz', 'NN'), ('meet', 'NN'), ('mrt', 'JJ'), ('station', 'NN'), ('dun', 'NN'), ('haf', 'NN'), ('come', 'VB')]",['come'],['mrt'],"['dat', 'lor', 'juz', 'meet', 'station', 'dun', 'haf']"
3950,ham,No dear i was sleeping :-P,26,7,1,dear sleep,"['dear', 'sleep']","[('dear', 'JJ'), ('sleep', 'NN')]",[],['dear'],['sleep']
3951,ham,Er mw im filled tuth is aight,29,7,1,er mw im fill tuth aight,"['er', 'mw', 'im', 'fill', 'tuth', 'aight']","[('er', 'NN'), ('mw', 'NN'), ('im', 'NN'), ('fill', 'NN'), ('tuth', 'NN'), ('aight', 'NN')]",[],[],"['er', 'mw', 'im', 'fill', 'tuth', 'aight']"
3952,ham,Will be office around 4 pm. Now i am going hospital.,52,13,2,offic around 4 pm go hospit,"['offic', 'around', '4', 'pm', 'go', 'hospit']","[('offic', 'NN'), ('around', 'IN'), ('4', 'CD'), ('pm', 'NN'), ('go', 'VBP'), ('hospit', 'NN')]",['go'],[],"['offic', 'pm', 'hospit']"
